MetinID,Ort_Kelime_Boyu,Ort_Cumle_Boyu,Noktalama_Orani,Zenginlik_Endeksi,Tekrarlayan_Kelime_Orani,Zarf_Orani,Sifat_Orani,Pasif_Cumle_Orani,Baglac_Orani,Yazar_Sinifi
TXT_1313,5.62,20.21,0.137,0.83,0.124,0.115,0.172,0.059,0.069,Ahmet_Hamdi
TXT_1314,5.37,23.41,0.123,0.7,0.103,0.055,0.112,0.058,0.143,Peyami_Safa
TXT_1315,5.71,21.43,0.152,0.74,0.101,0.056,0.085,0.078,0.077,Ahmet_Hamdi
TXT_1316,4.99,16.46,0.131,0.62,0.168,0.063,0.151,0.069,0.058,Halide_Edip
TXT_1317,5.61,17.46,0.159,0.79,0.239,0.073,0.155,0.084,0.139,Peyami_Safa
TXT_1318,5.75,22.83,0.142,0.67,0.207,0.061,0.107,0.025,0.085,Peyami_Safa
TXT_1319,4.93,14.26,0.125,0.73,0.184,0.103,0.086,0.068,0.106,Halide_Edip
TXT_1320,4.94,20.98,0.106,0.74,0.146,0.059,0.178,0.093,0.109,Halide_Edip
TXT_1321,5.79,15.55,0.09,0.72,0.175,0.108,0.121,0.076,0.119,Halide_Edip
TXT_1322,6.06,25.58,0.133,0.74,0.15,0.092,0.15,0.064,0.054,Ahmet_Hamdi
TXT_1323,5.37,17.09,0.128,0.64,0.117,0.095,0.11,0.031,0.14,Halide_Edip
TXT_1324,5.22,17.82,0.153,0.68,0.184,0.117,0.138,0.09,0.073,Peyami_Safa
TXT_1325,5.94,23.35,0.124,0.77,0.103,0.056,0.081,0.059,0.117,Peyami_Safa
TXT_1326,5.23,19.14,0.159,0.69,0.112,0.062,0.158,0.063,0.105,Peyami_Safa
TXT_1327,5.91,20.13,0.159,0.68,0.124,0.112,0.14,0.028,0.045,Peyami_Safa
TXT_1328,5.05,15.93,0.126,0.66,0.11,0.061,0.174,0.047,0.071,Halide_Edip
TXT_1329,5.85,22.36,0.169,0.76,0.104,0.063,0.09,0.068,0.118,Ahmet_Hamdi
TXT_1330,5.94,22.05,0.132,0.69,0.236,0.057,0.123,0.054,0.099,Peyami_Safa
TXT_1331,5.49,21.6,0.15,0.66,0.129,0.05,0.086,0.032,0.146,Peyami_Safa
TXT_1332,6.41,25.68,0.179,0.7,0.216,0.058,0.178,0.094,0.107,Ahmet_Hamdi
TXT_1333,5.45,18.99,0.123,0.61,0.25,0.105,0.123,0.034,0.063,Halide_Edip
TXT_1334,6.39,27.21,0.153,0.71,0.171,0.093,0.18,0.043,0.11,Ahmet_Hamdi
TXT_1335,5.25,21.15,0.136,0.74,0.214,0.114,0.163,0.068,0.055,Halide_Edip
TXT_1336,5.44,16.16,0.136,0.75,0.192,0.106,0.091,0.079,0.079,Halide_Edip
TXT_1337,5.99,21.31,0.154,0.66,0.224,0.115,0.098,0.097,0.077,Peyami_Safa
TXT_1338,5.64,24.82,0.154,0.75,0.236,0.066,0.13,0.077,0.134,Ahmet_Hamdi
TXT_1339,6.23,27.29,0.127,0.82,0.214,0.053,0.089,0.025,0.057,Ahmet_Hamdi
TXT_1340,6.15,18.05,0.14,0.71,0.151,0.09,0.09,0.088,0.085,Ahmet_Hamdi
TXT_1341,5.72,17.36,0.146,0.72,0.161,0.062,0.157,0.043,0.129,Peyami_Safa
TXT_1342,5.63,17.53,0.117,0.68,0.171,0.064,0.136,0.047,0.065,Peyami_Safa
TXT_1343,6.16,24.01,0.13,0.79,0.131,0.108,0.146,0.096,0.069,Peyami_Safa
TXT_1344,5.0,19.06,0.091,0.65,0.145,0.075,0.136,0.022,0.077,Halide_Edip
TXT_1345,6.34,21.67,0.145,0.72,0.111,0.095,0.085,0.052,0.111,Ahmet_Hamdi
TXT_1346,6.12,21.89,0.156,0.85,0.19,0.084,0.091,0.049,0.125,Ahmet_Hamdi
TXT_1347,6.05,18.49,0.144,0.75,0.199,0.086,0.135,0.069,0.093,Peyami_Safa
TXT_1348,6.13,19.81,0.121,0.76,0.172,0.099,0.092,0.098,0.134,Ahmet_Hamdi
TXT_1349,5.98,18.25,0.131,0.71,0.224,0.074,0.094,0.045,0.149,Peyami_Safa
TXT_1350,5.21,17.3,0.155,0.66,0.231,0.118,0.132,0.056,0.137,Peyami_Safa
TXT_1351,5.09,15.91,0.131,0.66,0.147,0.109,0.134,0.093,0.117,Halide_Edip
TXT_1352,6.39,25.23,0.158,0.74,0.186,0.052,0.096,0.095,0.093,Ahmet_Hamdi
TXT_1353,5.39,24.55,0.133,0.67,0.144,0.085,0.11,0.06,0.093,Peyami_Safa
TXT_1354,5.61,23.7,0.125,0.76,0.108,0.054,0.161,0.061,0.064,Ahmet_Hamdi
TXT_1355,5.56,22.71,0.121,0.66,0.196,0.066,0.175,0.041,0.063,Peyami_Safa
TXT_1356,6.19,16.94,0.147,0.66,0.156,0.081,0.112,0.081,0.1,Peyami_Safa
TXT_1357,4.96,19.29,0.125,0.64,0.224,0.064,0.16,0.089,0.083,Halide_Edip
TXT_1358,5.95,26.61,0.133,0.71,0.118,0.06,0.165,0.041,0.139,Ahmet_Hamdi
TXT_1359,5.81,19.13,0.123,0.7,0.207,0.063,0.164,0.053,0.044,Peyami_Safa
TXT_1360,5.63,22.22,0.141,0.67,0.216,0.05,0.135,0.094,0.051,Peyami_Safa
TXT_1361,6.0,18.4,0.134,0.83,0.206,0.114,0.131,0.096,0.076,Ahmet_Hamdi
TXT_1362,5.7,24.62,0.159,0.78,0.149,0.107,0.113,0.044,0.119,Ahmet_Hamdi
TXT_1363,5.87,17.04,0.155,0.71,0.213,0.113,0.092,0.094,0.047,Peyami_Safa
TXT_1364,5.82,20.17,0.138,0.8,0.211,0.112,0.085,0.061,0.055,Peyami_Safa
TXT_1365,6.45,27.04,0.145,0.84,0.176,0.081,0.122,0.049,0.068,Ahmet_Hamdi
TXT_1366,6.49,27.66,0.167,0.7,0.205,0.066,0.156,0.021,0.082,Ahmet_Hamdi
TXT_1367,5.74,17.69,0.118,0.69,0.148,0.098,0.106,0.089,0.102,Halide_Edip
TXT_1368,6.44,21.39,0.146,0.81,0.189,0.084,0.176,0.083,0.068,Ahmet_Hamdi
TXT_1369,5.17,16.68,0.11,0.67,0.214,0.093,0.101,0.024,0.135,Halide_Edip
TXT_1370,6.34,23.39,0.15,0.76,0.133,0.093,0.173,0.088,0.074,Ahmet_Hamdi
TXT_1371,5.29,20.79,0.154,0.71,0.122,0.07,0.135,0.07,0.053,Peyami_Safa
TXT_1372,5.94,20.52,0.158,0.8,0.192,0.073,0.119,0.057,0.07,Peyami_Safa
TXT_1373,5.58,20.22,0.154,0.66,0.232,0.058,0.1,0.054,0.112,Peyami_Safa
TXT_1374,5.65,21.8,0.114,0.74,0.102,0.063,0.114,0.097,0.044,Peyami_Safa
TXT_1375,5.93,18.17,0.118,0.68,0.145,0.113,0.104,0.076,0.053,Peyami_Safa
TXT_1376,5.65,18.46,0.114,0.74,0.24,0.052,0.147,0.075,0.06,Halide_Edip
TXT_1377,6.02,18.07,0.151,0.81,0.105,0.06,0.133,0.02,0.081,Ahmet_Hamdi
TXT_1378,5.54,18.78,0.099,0.69,0.194,0.109,0.141,0.062,0.089,Halide_Edip
TXT_1379,5.35,24.25,0.149,0.69,0.119,0.072,0.108,0.061,0.049,Peyami_Safa
TXT_1380,6.02,27.05,0.166,0.74,0.128,0.077,0.172,0.033,0.051,Ahmet_Hamdi
TXT_1381,5.17,15.62,0.098,0.71,0.13,0.091,0.084,0.052,0.12,Halide_Edip
TXT_1382,5.16,16.47,0.108,0.64,0.158,0.07,0.095,0.045,0.124,Halide_Edip
TXT_1383,4.98,17.21,0.103,0.74,0.223,0.112,0.173,0.043,0.098,Halide_Edip
TXT_1384,5.77,23.65,0.147,0.65,0.244,0.104,0.122,0.096,0.066,Peyami_Safa
TXT_1385,5.14,17.27,0.094,0.67,0.14,0.098,0.148,0.036,0.125,Halide_Edip
TXT_1386,5.69,17.23,0.133,0.67,0.23,0.067,0.141,0.036,0.096,Halide_Edip
TXT_1387,5.29,14.23,0.093,0.69,0.195,0.077,0.084,0.061,0.043,Halide_Edip
TXT_1388,5.27,20.99,0.091,0.63,0.145,0.072,0.099,0.048,0.062,Halide_Edip
TXT_1389,5.79,21.88,0.175,0.75,0.249,0.07,0.107,0.083,0.097,Ahmet_Hamdi
TXT_1390,5.93,20.68,0.166,0.78,0.138,0.094,0.143,0.085,0.142,Ahmet_Hamdi
TXT_1391,5.97,27.26,0.148,0.74,0.211,0.1,0.171,0.084,0.131,Ahmet_Hamdi
TXT_1392,5.5,21.11,0.105,0.74,0.121,0.076,0.16,0.066,0.105,Halide_Edip
TXT_1393,5.69,21.13,0.176,0.83,0.153,0.086,0.089,0.093,0.082,Ahmet_Hamdi
TXT_1394,5.66,14.08,0.113,0.71,0.105,0.087,0.086,0.072,0.106,Halide_Edip
TXT_1395,5.94,17.86,0.132,0.69,0.247,0.104,0.146,0.06,0.11,Peyami_Safa
TXT_1396,6.2,25.02,0.17,0.82,0.235,0.063,0.085,0.098,0.141,Ahmet_Hamdi
TXT_1397,5.37,17.79,0.122,0.72,0.154,0.11,0.142,0.062,0.061,Peyami_Safa
TXT_1398,5.56,16.76,0.147,0.8,0.158,0.099,0.116,0.078,0.12,Peyami_Safa
TXT_1399,6.35,23.61,0.133,0.77,0.228,0.114,0.139,0.073,0.062,Ahmet_Hamdi
TXT_1400,6.09,18.34,0.138,0.72,0.203,0.095,0.126,0.031,0.135,Peyami_Safa
TXT_1401,5.16,21.27,0.131,0.68,0.182,0.102,0.096,0.032,0.086,Halide_Edip
TXT_1402,5.34,18.96,0.099,0.7,0.107,0.085,0.098,0.079,0.132,Halide_Edip
TXT_1403,4.86,17.55,0.136,0.68,0.174,0.091,0.082,0.079,0.101,Halide_Edip
TXT_1404,5.75,20.01,0.148,0.74,0.192,0.083,0.159,0.073,0.107,Peyami_Safa
TXT_1405,5.64,20.64,0.121,0.67,0.247,0.058,0.117,0.047,0.113,Peyami_Safa
TXT_1406,5.76,16.74,0.135,0.77,0.173,0.102,0.137,0.041,0.148,Peyami_Safa
TXT_1407,5.94,21.7,0.111,0.75,0.156,0.102,0.151,0.027,0.127,Peyami_Safa
TXT_1408,6.43,22.75,0.17,0.78,0.199,0.085,0.177,0.086,0.127,Ahmet_Hamdi
TXT_1409,6.02,20.59,0.13,0.7,0.149,0.052,0.098,0.081,0.092,Peyami_Safa
TXT_1410,5.58,27.81,0.132,0.82,0.109,0.098,0.105,0.097,0.113,Ahmet_Hamdi
TXT_1411,5.67,18.42,0.125,0.65,0.25,0.088,0.141,0.066,0.118,Halide_Edip
TXT_1412,5.7,18.29,0.13,0.75,0.192,0.101,0.121,0.02,0.118,Peyami_Safa
TXT_1413,5.49,20.54,0.112,0.61,0.101,0.076,0.088,0.063,0.077,Halide_Edip
TXT_1414,5.51,18.07,0.16,0.73,0.201,0.08,0.168,0.091,0.139,Peyami_Safa
TXT_1415,5.72,18.07,0.099,0.71,0.129,0.066,0.098,0.083,0.142,Halide_Edip
TXT_1416,5.82,25.92,0.162,0.7,0.145,0.092,0.175,0.065,0.127,Ahmet_Hamdi
TXT_1417,5.64,22.93,0.138,0.77,0.188,0.106,0.18,0.079,0.098,Peyami_Safa
TXT_1418,6.45,24.56,0.156,0.74,0.159,0.1,0.119,0.047,0.128,Ahmet_Hamdi
TXT_1419,5.26,18.42,0.138,0.79,0.217,0.053,0.177,0.031,0.133,Peyami_Safa
TXT_1420,6.11,24.58,0.143,0.74,0.132,0.058,0.116,0.081,0.084,Peyami_Safa
TXT_1421,6.16,19.13,0.125,0.76,0.16,0.054,0.175,0.051,0.108,Peyami_Safa
TXT_1422,6.48,18.35,0.149,0.79,0.237,0.072,0.137,0.068,0.082,Ahmet_Hamdi
TXT_1423,5.5,16.72,0.135,0.64,0.205,0.115,0.101,0.054,0.114,Halide_Edip
TXT_1424,5.45,21.12,0.095,0.74,0.221,0.113,0.111,0.025,0.043,Halide_Edip
TXT_1425,5.39,17.02,0.115,0.74,0.125,0.07,0.116,0.045,0.087,Halide_Edip
TXT_1426,5.26,19.65,0.111,0.74,0.191,0.113,0.143,0.034,0.089,Halide_Edip
TXT_1427,5.61,24.28,0.111,0.69,0.204,0.082,0.1,0.073,0.095,Peyami_Safa
TXT_1428,5.22,15.68,0.097,0.6,0.136,0.057,0.148,0.093,0.149,Halide_Edip
TXT_1429,4.91,15.51,0.127,0.61,0.183,0.094,0.106,0.036,0.13,Halide_Edip
TXT_1430,5.05,17.12,0.119,0.72,0.193,0.114,0.105,0.08,0.138,Halide_Edip
TXT_1431,5.44,19.11,0.136,0.78,0.211,0.087,0.148,0.05,0.142,Peyami_Safa
TXT_1432,5.97,21.4,0.156,0.8,0.22,0.063,0.176,0.075,0.126,Ahmet_Hamdi
TXT_1433,6.37,22.49,0.125,0.83,0.148,0.089,0.089,0.065,0.121,Ahmet_Hamdi
TXT_1434,5.21,19.76,0.146,0.77,0.154,0.107,0.094,0.081,0.074,Peyami_Safa
TXT_1435,5.28,14.93,0.102,0.61,0.152,0.091,0.178,0.046,0.103,Halide_Edip
TXT_1436,5.57,25.82,0.154,0.76,0.192,0.087,0.086,0.021,0.134,Ahmet_Hamdi
TXT_1437,5.65,15.69,0.096,0.6,0.104,0.072,0.083,0.097,0.141,Halide_Edip
TXT_1438,5.7,18.62,0.12,0.69,0.196,0.067,0.117,0.084,0.087,Halide_Edip
TXT_1439,4.97,18.36,0.135,0.74,0.14,0.098,0.106,0.086,0.085,Halide_Edip
TXT_1440,5.23,21.82,0.118,0.66,0.196,0.084,0.13,0.074,0.149,Halide_Edip
TXT_1441,5.59,23.88,0.177,0.72,0.215,0.062,0.169,0.067,0.083,Ahmet_Hamdi
TXT_1442,5.23,17.15,0.127,0.73,0.121,0.068,0.146,0.079,0.071,Halide_Edip
TXT_1443,5.72,16.08,0.109,0.74,0.247,0.089,0.158,0.092,0.064,Halide_Edip
TXT_1444,5.72,22.02,0.151,0.79,0.241,0.08,0.132,0.07,0.09,Peyami_Safa
TXT_1445,5.62,24.19,0.116,0.77,0.106,0.109,0.111,0.07,0.145,Peyami_Safa
TXT_1446,5.76,20.49,0.172,0.74,0.237,0.119,0.157,0.068,0.041,Ahmet_Hamdi
TXT_1447,5.79,25.0,0.132,0.84,0.139,0.11,0.177,0.059,0.095,Ahmet_Hamdi
TXT_1448,5.83,18.67,0.141,0.83,0.227,0.103,0.172,0.024,0.13,Ahmet_Hamdi
TXT_1449,5.78,20.3,0.176,0.75,0.153,0.086,0.089,0.092,0.119,Ahmet_Hamdi
TXT_1450,5.81,21.16,0.13,0.73,0.114,0.112,0.164,0.031,0.091,Peyami_Safa
TXT_1451,5.01,17.28,0.122,0.63,0.231,0.061,0.127,0.023,0.083,Halide_Edip
TXT_1452,5.43,24.89,0.115,0.75,0.212,0.054,0.145,0.03,0.093,Peyami_Safa
TXT_1453,5.04,19.19,0.117,0.64,0.229,0.056,0.139,0.039,0.13,Halide_Edip
TXT_1454,4.84,15.82,0.101,0.62,0.213,0.096,0.099,0.077,0.078,Halide_Edip
TXT_1455,5.53,20.54,0.162,0.82,0.155,0.093,0.093,0.039,0.141,Ahmet_Hamdi
TXT_1456,4.81,14.67,0.124,0.73,0.237,0.101,0.12,0.055,0.062,Halide_Edip
TXT_1457,4.96,14.53,0.137,0.68,0.23,0.092,0.101,0.079,0.147,Halide_Edip
TXT_1458,4.92,16.17,0.131,0.63,0.216,0.054,0.141,0.043,0.042,Halide_Edip
TXT_1459,5.68,27.01,0.16,0.74,0.125,0.054,0.112,0.078,0.085,Ahmet_Hamdi
TXT_1460,5.75,19.5,0.146,0.74,0.193,0.101,0.092,0.07,0.074,Peyami_Safa
TXT_1461,5.47,17.59,0.133,0.74,0.107,0.086,0.099,0.087,0.108,Halide_Edip
TXT_1462,5.71,17.53,0.092,0.61,0.242,0.108,0.118,0.046,0.082,Halide_Edip
TXT_1463,5.5,21.89,0.114,0.73,0.174,0.068,0.159,0.075,0.142,Halide_Edip
TXT_1464,5.27,18.61,0.153,0.77,0.108,0.106,0.084,0.051,0.13,Peyami_Safa
TXT_1465,5.68,21.76,0.094,0.72,0.131,0.112,0.152,0.062,0.134,Halide_Edip
TXT_1466,5.26,18.28,0.133,0.67,0.243,0.086,0.105,0.077,0.074,Peyami_Safa
TXT_1467,4.92,17.15,0.122,0.65,0.106,0.093,0.128,0.022,0.091,Halide_Edip
TXT_1468,5.25,20.52,0.126,0.68,0.197,0.067,0.121,0.064,0.128,Peyami_Safa
TXT_1469,5.82,22.35,0.126,0.8,0.193,0.108,0.166,0.069,0.087,Peyami_Safa
TXT_1470,5.42,18.6,0.133,0.67,0.195,0.115,0.153,0.037,0.076,Peyami_Safa
TXT_1471,5.51,24.56,0.165,0.82,0.206,0.067,0.156,0.053,0.112,Ahmet_Hamdi
TXT_1472,6.11,18.64,0.164,0.74,0.171,0.057,0.171,0.061,0.103,Ahmet_Hamdi
TXT_1473,5.53,21.5,0.169,0.74,0.207,0.091,0.173,0.034,0.045,Ahmet_Hamdi
TXT_1474,4.92,14.39,0.125,0.68,0.182,0.093,0.091,0.075,0.064,Halide_Edip
TXT_1475,5.49,14.66,0.104,0.66,0.206,0.114,0.099,0.046,0.115,Halide_Edip
TXT_1476,5.96,17.34,0.119,0.72,0.118,0.062,0.115,0.031,0.071,Peyami_Safa
TXT_1477,5.91,18.41,0.153,0.77,0.233,0.078,0.154,0.097,0.04,Ahmet_Hamdi
TXT_1478,6.13,24.07,0.117,0.74,0.21,0.113,0.177,0.061,0.097,Peyami_Safa
TXT_1479,5.29,18.05,0.133,0.65,0.211,0.082,0.12,0.079,0.109,Halide_Edip
TXT_1480,5.3,23.78,0.158,0.75,0.221,0.103,0.119,0.09,0.085,Peyami_Safa
TXT_1481,5.19,15.8,0.118,0.73,0.216,0.062,0.174,0.07,0.135,Halide_Edip
TXT_1482,6.01,21.89,0.123,0.73,0.128,0.055,0.108,0.094,0.084,Ahmet_Hamdi
TXT_1483,6.25,24.87,0.129,0.73,0.246,0.118,0.117,0.024,0.055,Ahmet_Hamdi
TXT_1484,5.98,17.5,0.142,0.78,0.139,0.066,0.106,0.067,0.061,Peyami_Safa
TXT_1485,6.2,19.24,0.152,0.8,0.102,0.062,0.11,0.089,0.09,Ahmet_Hamdi
TXT_1486,5.93,21.83,0.172,0.84,0.174,0.091,0.134,0.095,0.063,Ahmet_Hamdi
TXT_1487,5.01,16.9,0.118,0.64,0.184,0.093,0.11,0.051,0.142,Halide_Edip
TXT_1488,5.87,18.19,0.121,0.77,0.111,0.101,0.136,0.057,0.1,Ahmet_Hamdi
TXT_1489,5.62,24.85,0.144,0.71,0.177,0.095,0.114,0.022,0.098,Peyami_Safa
TXT_1490,6.08,27.73,0.15,0.78,0.223,0.068,0.102,0.095,0.132,Ahmet_Hamdi
TXT_1491,5.85,21.68,0.13,0.77,0.145,0.054,0.149,0.062,0.127,Peyami_Safa
TXT_1492,5.78,21.74,0.121,0.77,0.212,0.099,0.158,0.034,0.108,Peyami_Safa
TXT_1493,5.77,19.82,0.11,0.75,0.21,0.064,0.159,0.073,0.111,Peyami_Safa
TXT_1494,4.95,19.35,0.117,0.7,0.136,0.067,0.083,0.028,0.072,Halide_Edip
TXT_1495,5.26,19.62,0.109,0.69,0.105,0.106,0.154,0.023,0.134,Halide_Edip
TXT_1496,6.12,23.92,0.173,0.82,0.178,0.071,0.14,0.033,0.1,Ahmet_Hamdi
TXT_1497,5.43,15.14,0.107,0.75,0.209,0.099,0.086,0.022,0.072,Halide_Edip
TXT_1498,5.54,26.02,0.173,0.78,0.243,0.109,0.147,0.033,0.053,Ahmet_Hamdi
TXT_1499,5.23,21.34,0.13,0.73,0.209,0.114,0.175,0.023,0.096,Halide_Edip
TXT_1500,5.6,15.74,0.123,0.66,0.108,0.101,0.127,0.083,0.149,Halide_Edip
