TextID,Avg_Word_Length,Avg_Sentence_Length,Punctuation_Ratio,Richness_Index,Repetitive_Word_Ratio,Adverb_Ratio,Adjective_Ratio,Passive_Sentence_Ratio,Conjunction_Ratio,Author_Class
TXT_1316,5.75,15.49,0.099,0.75,0.128,0.07,0.127,0.047,0.146,Halide_Edip
TXT_1317,5.28,23.59,0.159,0.74,0.228,0.109,0.082,0.079,0.058,Peyami_Safa
TXT_1318,6.03,23.16,0.173,0.7,0.12,0.082,0.108,0.03,0.085,Ahmet_Hamdi
TXT_1319,6.16,22.85,0.174,0.73,0.238,0.077,0.116,0.04,0.066,Ahmet_Hamdi
TXT_1320,5.54,21.21,0.138,0.7,0.125,0.095,0.144,0.066,0.058,Halide_Edip
TXT_1321,5.74,21.69,0.157,0.77,0.235,0.109,0.113,0.026,0.135,Peyami_Safa
TXT_1322,6.2,22.18,0.142,0.68,0.216,0.057,0.148,0.071,0.097,Peyami_Safa
TXT_1323,5.69,17.88,0.107,0.74,0.16,0.054,0.145,0.023,0.146,Halide_Edip
TXT_1324,5.03,19.09,0.105,0.61,0.191,0.101,0.173,0.035,0.096,Halide_Edip
TXT_1325,5.61,22.02,0.171,0.76,0.221,0.076,0.107,0.021,0.131,Ahmet_Hamdi
TXT_1326,5.61,24.22,0.16,0.73,0.16,0.076,0.152,0.096,0.049,Peyami_Safa
TXT_1327,6.0,20.73,0.133,0.67,0.171,0.081,0.08,0.06,0.057,Peyami_Safa
TXT_1328,5.82,19.21,0.166,0.72,0.22,0.08,0.111,0.083,0.132,Ahmet_Hamdi
TXT_1329,5.03,17.41,0.106,0.7,0.183,0.09,0.116,0.053,0.078,Halide_Edip
TXT_1330,5.73,23.64,0.177,0.71,0.179,0.092,0.093,0.06,0.063,Ahmet_Hamdi
TXT_1331,5.62,24.65,0.17,0.74,0.249,0.063,0.104,0.049,0.142,Ahmet_Hamdi
TXT_1332,5.33,19.54,0.128,0.8,0.157,0.09,0.088,0.068,0.117,Peyami_Safa
TXT_1333,5.28,19.99,0.146,0.72,0.2,0.102,0.103,0.046,0.105,Peyami_Safa
TXT_1334,6.19,22.08,0.177,0.7,0.131,0.09,0.157,0.074,0.043,Ahmet_Hamdi
TXT_1335,5.76,19.79,0.178,0.79,0.198,0.055,0.167,0.023,0.069,Ahmet_Hamdi
TXT_1336,5.75,22.9,0.114,0.68,0.175,0.059,0.097,0.032,0.055,Peyami_Safa
TXT_1337,5.78,22.91,0.134,0.81,0.132,0.062,0.096,0.022,0.081,Ahmet_Hamdi
TXT_1338,5.6,23.68,0.169,0.73,0.144,0.106,0.154,0.066,0.062,Ahmet_Hamdi
TXT_1339,5.2,19.04,0.14,0.71,0.181,0.057,0.171,0.035,0.075,Peyami_Safa
TXT_1340,5.0,18.76,0.104,0.72,0.112,0.075,0.134,0.07,0.088,Halide_Edip
TXT_1341,5.45,22.81,0.133,0.67,0.135,0.112,0.139,0.084,0.119,Peyami_Safa
TXT_1342,5.77,21.99,0.123,0.65,0.108,0.055,0.171,0.055,0.114,Halide_Edip
TXT_1343,5.0,19.09,0.109,0.65,0.182,0.095,0.084,0.076,0.054,Halide_Edip
TXT_1344,4.81,16.53,0.115,0.74,0.223,0.083,0.114,0.078,0.082,Halide_Edip
TXT_1345,5.97,24.63,0.146,0.71,0.211,0.055,0.115,0.066,0.089,Peyami_Safa
TXT_1346,6.15,19.0,0.161,0.73,0.101,0.118,0.148,0.062,0.096,Ahmet_Hamdi
TXT_1347,5.98,20.39,0.136,0.68,0.199,0.064,0.176,0.032,0.146,Peyami_Safa
TXT_1348,5.56,22.87,0.15,0.81,0.122,0.094,0.127,0.07,0.109,Ahmet_Hamdi
TXT_1349,5.12,14.48,0.095,0.69,0.249,0.109,0.095,0.097,0.145,Halide_Edip
TXT_1350,5.53,17.89,0.126,0.68,0.161,0.066,0.161,0.089,0.136,Peyami_Safa
TXT_1351,5.34,21.34,0.132,0.74,0.154,0.116,0.094,0.07,0.05,Halide_Edip
TXT_1352,4.81,19.74,0.127,0.71,0.223,0.106,0.097,0.035,0.092,Halide_Edip
TXT_1353,5.66,22.86,0.15,0.75,0.161,0.118,0.098,0.059,0.113,Ahmet_Hamdi
TXT_1354,5.59,26.76,0.162,0.77,0.145,0.075,0.139,0.069,0.085,Ahmet_Hamdi
TXT_1355,5.98,24.72,0.153,0.74,0.101,0.097,0.133,0.081,0.042,Peyami_Safa
TXT_1356,5.31,21.21,0.138,0.66,0.149,0.057,0.104,0.053,0.091,Peyami_Safa
TXT_1357,6.05,17.22,0.135,0.74,0.21,0.089,0.131,0.054,0.067,Peyami_Safa
TXT_1358,4.8,19.1,0.139,0.66,0.154,0.065,0.134,0.061,0.088,Halide_Edip
TXT_1359,5.68,18.76,0.113,0.79,0.216,0.062,0.164,0.062,0.087,Peyami_Safa
TXT_1360,6.49,27.24,0.168,0.75,0.123,0.099,0.086,0.076,0.136,Ahmet_Hamdi
TXT_1361,6.36,23.22,0.146,0.79,0.134,0.053,0.088,0.088,0.11,Ahmet_Hamdi
TXT_1362,6.33,19.48,0.155,0.73,0.206,0.1,0.119,0.08,0.129,Ahmet_Hamdi
TXT_1363,4.93,18.37,0.116,0.64,0.196,0.116,0.087,0.087,0.064,Halide_Edip
TXT_1364,5.51,23.66,0.138,0.75,0.193,0.114,0.087,0.052,0.057,Ahmet_Hamdi
TXT_1365,6.03,16.31,0.112,0.72,0.143,0.062,0.149,0.056,0.097,Peyami_Safa
TXT_1366,5.78,23.36,0.111,0.77,0.246,0.115,0.123,0.075,0.047,Peyami_Safa
TXT_1367,6.19,16.52,0.123,0.79,0.16,0.116,0.129,0.068,0.085,Peyami_Safa
TXT_1368,5.79,23.71,0.122,0.81,0.133,0.067,0.152,0.074,0.082,Ahmet_Hamdi
TXT_1369,5.58,20.43,0.145,0.81,0.23,0.091,0.103,0.036,0.084,Ahmet_Hamdi
TXT_1370,5.64,17.12,0.114,0.67,0.125,0.12,0.16,0.058,0.125,Halide_Edip
TXT_1371,5.16,18.42,0.105,0.68,0.119,0.099,0.153,0.091,0.124,Halide_Edip
TXT_1372,5.12,14.67,0.132,0.65,0.232,0.107,0.168,0.05,0.128,Halide_Edip
TXT_1373,5.56,17.0,0.136,0.63,0.128,0.081,0.092,0.067,0.12,Halide_Edip
TXT_1374,5.85,18.99,0.156,0.75,0.215,0.116,0.142,0.091,0.084,Peyami_Safa
TXT_1375,5.82,18.74,0.166,0.77,0.11,0.119,0.157,0.032,0.148,Ahmet_Hamdi
TXT_1376,5.36,23.83,0.128,0.67,0.195,0.106,0.174,0.025,0.135,Peyami_Safa
TXT_1377,5.26,19.92,0.111,0.63,0.2,0.074,0.125,0.065,0.082,Halide_Edip
TXT_1378,5.96,23.6,0.128,0.79,0.192,0.086,0.171,0.081,0.082,Peyami_Safa
TXT_1379,5.07,18.44,0.109,0.63,0.155,0.072,0.152,0.049,0.131,Halide_Edip
TXT_1380,5.24,23.16,0.137,0.73,0.164,0.079,0.09,0.075,0.049,Peyami_Safa
TXT_1381,5.8,24.11,0.146,0.73,0.191,0.083,0.174,0.055,0.059,Peyami_Safa
TXT_1382,6.42,23.67,0.164,0.84,0.151,0.079,0.155,0.057,0.12,Ahmet_Hamdi
TXT_1383,5.69,19.03,0.112,0.78,0.202,0.061,0.174,0.1,0.058,Peyami_Safa
TXT_1384,6.36,27.28,0.18,0.71,0.141,0.08,0.175,0.047,0.056,Ahmet_Hamdi
TXT_1385,5.59,21.62,0.125,0.77,0.15,0.067,0.091,0.049,0.055,Ahmet_Hamdi
TXT_1386,5.57,14.51,0.099,0.61,0.147,0.058,0.139,0.045,0.138,Halide_Edip
TXT_1387,5.94,19.99,0.157,0.73,0.18,0.105,0.11,0.087,0.089,Peyami_Safa
TXT_1388,5.11,17.94,0.101,0.7,0.206,0.096,0.09,0.084,0.149,Halide_Edip
TXT_1389,6.15,20.75,0.178,0.81,0.204,0.065,0.155,0.042,0.127,Ahmet_Hamdi
TXT_1390,5.6,22.03,0.145,0.76,0.163,0.075,0.141,0.055,0.056,Ahmet_Hamdi
TXT_1391,5.27,18.04,0.101,0.7,0.196,0.119,0.11,0.082,0.045,Halide_Edip
TXT_1392,4.84,18.9,0.106,0.64,0.245,0.068,0.156,0.034,0.06,Halide_Edip
TXT_1393,5.53,19.94,0.117,0.6,0.21,0.07,0.162,0.1,0.092,Halide_Edip
TXT_1394,6.13,16.24,0.152,0.72,0.153,0.095,0.104,0.065,0.1,Peyami_Safa
TXT_1395,5.53,21.76,0.13,0.78,0.208,0.056,0.091,0.077,0.098,Peyami_Safa
TXT_1396,5.26,21.05,0.124,0.72,0.171,0.105,0.085,0.09,0.058,Peyami_Safa
TXT_1397,5.48,16.95,0.121,0.66,0.155,0.06,0.157,0.07,0.135,Halide_Edip
TXT_1398,5.56,18.27,0.147,0.79,0.139,0.114,0.087,0.046,0.084,Peyami_Safa
TXT_1399,5.88,16.48,0.155,0.67,0.231,0.09,0.145,0.043,0.127,Peyami_Safa
TXT_1400,5.34,16.31,0.131,0.67,0.205,0.08,0.179,0.057,0.102,Halide_Edip
TXT_1401,4.97,19.75,0.126,0.66,0.114,0.07,0.159,0.079,0.12,Halide_Edip
TXT_1402,5.8,19.38,0.09,0.73,0.134,0.062,0.161,0.094,0.088,Halide_Edip
TXT_1403,6.28,23.85,0.177,0.72,0.182,0.072,0.123,0.092,0.052,Ahmet_Hamdi
TXT_1404,5.89,24.7,0.129,0.65,0.142,0.093,0.129,0.093,0.077,Peyami_Safa
TXT_1405,5.93,16.44,0.11,0.65,0.207,0.081,0.134,0.032,0.061,Peyami_Safa
TXT_1406,5.6,19.37,0.09,0.66,0.155,0.059,0.137,0.083,0.075,Halide_Edip
TXT_1407,6.14,25.51,0.128,0.72,0.197,0.068,0.103,0.093,0.048,Ahmet_Hamdi
TXT_1408,5.67,19.01,0.105,0.63,0.117,0.06,0.175,0.061,0.116,Halide_Edip
TXT_1409,5.46,19.88,0.144,0.74,0.142,0.087,0.146,0.053,0.084,Peyami_Safa
TXT_1410,6.24,22.36,0.124,0.77,0.101,0.103,0.121,0.033,0.062,Ahmet_Hamdi
TXT_1411,5.58,20.92,0.146,0.76,0.19,0.101,0.113,0.071,0.118,Peyami_Safa
TXT_1412,5.79,17.84,0.102,0.67,0.144,0.067,0.1,0.083,0.141,Halide_Edip
TXT_1413,5.29,18.06,0.14,0.79,0.128,0.106,0.178,0.034,0.123,Peyami_Safa
TXT_1414,5.57,27.84,0.139,0.72,0.174,0.091,0.138,0.05,0.072,Ahmet_Hamdi
TXT_1415,6.09,19.78,0.169,0.73,0.2,0.07,0.093,0.069,0.148,Ahmet_Hamdi
TXT_1416,6.14,23.15,0.124,0.71,0.127,0.098,0.151,0.062,0.048,Peyami_Safa
TXT_1417,5.53,16.95,0.094,0.73,0.119,0.103,0.148,0.04,0.083,Halide_Edip
TXT_1418,6.32,20.87,0.176,0.71,0.115,0.072,0.166,0.037,0.143,Ahmet_Hamdi
TXT_1419,5.89,19.77,0.12,0.81,0.212,0.082,0.106,0.083,0.138,Ahmet_Hamdi
TXT_1420,5.91,25.69,0.17,0.74,0.21,0.054,0.088,0.056,0.098,Ahmet_Hamdi
TXT_1421,5.3,14.52,0.091,0.61,0.213,0.08,0.118,0.066,0.054,Halide_Edip
TXT_1422,5.93,18.49,0.173,0.84,0.166,0.085,0.176,0.089,0.098,Ahmet_Hamdi
TXT_1423,6.08,18.02,0.147,0.73,0.129,0.1,0.13,0.024,0.149,Peyami_Safa
TXT_1424,5.34,16.92,0.158,0.79,0.111,0.099,0.14,0.054,0.123,Peyami_Safa
TXT_1425,5.41,16.88,0.137,0.63,0.249,0.071,0.144,0.062,0.073,Halide_Edip
TXT_1426,5.68,19.8,0.119,0.72,0.167,0.091,0.098,0.044,0.069,Peyami_Safa
TXT_1427,4.87,19.59,0.121,0.72,0.144,0.061,0.126,0.044,0.116,Halide_Edip
TXT_1428,5.95,20.52,0.162,0.83,0.173,0.092,0.144,0.081,0.128,Ahmet_Hamdi
TXT_1429,5.91,19.24,0.123,0.67,0.133,0.093,0.135,0.083,0.104,Peyami_Safa
TXT_1430,5.99,24.96,0.149,0.74,0.238,0.089,0.114,0.026,0.1,Ahmet_Hamdi
TXT_1431,5.99,22.19,0.112,0.76,0.234,0.067,0.129,0.066,0.08,Peyami_Safa
TXT_1432,6.11,23.7,0.128,0.79,0.129,0.113,0.085,0.097,0.116,Peyami_Safa
TXT_1433,5.66,14.76,0.135,0.71,0.159,0.082,0.103,0.091,0.146,Halide_Edip
TXT_1434,6.29,25.87,0.154,0.74,0.136,0.063,0.141,0.054,0.085,Ahmet_Hamdi
TXT_1435,6.16,27.05,0.161,0.71,0.197,0.115,0.14,0.098,0.073,Ahmet_Hamdi
TXT_1436,5.25,20.26,0.125,0.76,0.158,0.07,0.093,0.06,0.111,Peyami_Safa
TXT_1437,5.85,22.99,0.159,0.73,0.248,0.093,0.091,0.074,0.071,Peyami_Safa
TXT_1438,6.04,21.27,0.128,0.78,0.21,0.083,0.086,0.092,0.083,Ahmet_Hamdi
TXT_1439,5.51,24.58,0.112,0.71,0.186,0.079,0.172,0.067,0.108,Peyami_Safa
TXT_1440,5.52,26.88,0.169,0.83,0.1,0.081,0.167,0.092,0.096,Ahmet_Hamdi
TXT_1441,5.24,21.87,0.14,0.73,0.23,0.087,0.137,0.06,0.046,Peyami_Safa
TXT_1442,5.1,15.99,0.118,0.63,0.199,0.081,0.122,0.027,0.061,Halide_Edip
TXT_1443,5.76,18.93,0.144,0.7,0.165,0.114,0.17,0.051,0.138,Ahmet_Hamdi
TXT_1444,5.43,20.04,0.111,0.67,0.191,0.088,0.117,0.033,0.084,Halide_Edip
TXT_1445,5.64,17.24,0.116,0.67,0.151,0.1,0.098,0.054,0.051,Peyami_Safa
TXT_1446,5.57,24.54,0.13,0.73,0.123,0.094,0.13,0.038,0.061,Peyami_Safa
TXT_1447,5.16,15.27,0.124,0.74,0.22,0.092,0.099,0.04,0.117,Halide_Edip
TXT_1448,5.95,20.79,0.151,0.79,0.172,0.083,0.173,0.037,0.082,Ahmet_Hamdi
TXT_1449,5.62,19.08,0.119,0.75,0.165,0.088,0.17,0.022,0.084,Peyami_Safa
TXT_1450,5.56,20.33,0.12,0.73,0.157,0.086,0.167,0.044,0.077,Halide_Edip
TXT_1451,5.76,22.5,0.129,0.74,0.173,0.053,0.117,0.039,0.137,Ahmet_Hamdi
TXT_1452,5.57,16.13,0.131,0.67,0.216,0.088,0.149,0.026,0.085,Halide_Edip
TXT_1453,6.2,26.01,0.121,0.72,0.18,0.06,0.13,0.039,0.088,Ahmet_Hamdi
TXT_1454,5.24,17.06,0.112,0.67,0.195,0.08,0.097,0.07,0.088,Peyami_Safa
TXT_1455,6.16,21.23,0.167,0.79,0.135,0.105,0.178,0.044,0.075,Ahmet_Hamdi
TXT_1456,5.76,15.27,0.139,0.63,0.123,0.107,0.18,0.079,0.115,Halide_Edip
TXT_1457,5.67,19.58,0.109,0.71,0.163,0.077,0.126,0.062,0.149,Halide_Edip
TXT_1458,5.1,17.65,0.119,0.73,0.147,0.063,0.149,0.02,0.097,Halide_Edip
TXT_1459,5.5,24.8,0.123,0.76,0.159,0.085,0.166,0.032,0.07,Peyami_Safa
TXT_1460,5.41,22.8,0.118,0.66,0.223,0.119,0.124,0.038,0.135,Peyami_Safa
TXT_1461,6.05,24.69,0.149,0.8,0.141,0.096,0.101,0.072,0.083,Ahmet_Hamdi
TXT_1462,4.99,16.06,0.114,0.65,0.176,0.087,0.172,0.089,0.089,Halide_Edip
TXT_1463,6.42,26.55,0.144,0.77,0.123,0.066,0.121,0.058,0.144,Ahmet_Hamdi
TXT_1464,5.41,20.66,0.09,0.64,0.142,0.117,0.114,0.062,0.142,Halide_Edip
TXT_1465,6.26,25.27,0.171,0.8,0.161,0.111,0.114,0.051,0.05,Ahmet_Hamdi
TXT_1466,5.54,21.74,0.097,0.65,0.18,0.053,0.086,0.045,0.119,Halide_Edip
TXT_1467,5.64,20.72,0.113,0.67,0.218,0.056,0.138,0.049,0.048,Halide_Edip
TXT_1468,5.78,23.63,0.135,0.74,0.145,0.066,0.14,0.033,0.11,Ahmet_Hamdi
TXT_1469,5.71,17.01,0.105,0.68,0.217,0.072,0.158,0.098,0.06,Halide_Edip
TXT_1470,5.52,27.17,0.166,0.72,0.176,0.053,0.115,0.059,0.09,Ahmet_Hamdi
TXT_1471,4.97,19.36,0.107,0.6,0.14,0.101,0.094,0.064,0.083,Halide_Edip
TXT_1472,5.78,21.18,0.11,0.72,0.233,0.067,0.151,0.096,0.148,Halide_Edip
TXT_1473,5.66,16.26,0.098,0.65,0.127,0.077,0.172,0.035,0.057,Halide_Edip
TXT_1474,5.39,18.03,0.127,0.78,0.118,0.104,0.084,0.082,0.104,Peyami_Safa
TXT_1475,5.71,15.45,0.095,0.61,0.237,0.059,0.125,0.083,0.069,Halide_Edip
TXT_1476,5.62,19.62,0.15,0.73,0.176,0.067,0.154,0.07,0.077,Peyami_Safa
TXT_1477,5.13,18.81,0.127,0.75,0.231,0.057,0.129,0.022,0.05,Halide_Edip
TXT_1478,5.27,20.98,0.105,0.7,0.197,0.079,0.096,0.053,0.045,Halide_Edip
TXT_1479,5.91,16.25,0.15,0.76,0.223,0.1,0.13,0.061,0.118,Peyami_Safa
TXT_1480,5.93,22.62,0.151,0.82,0.189,0.108,0.121,0.084,0.116,Ahmet_Hamdi
TXT_1481,5.66,19.88,0.107,0.75,0.108,0.11,0.093,0.047,0.104,Halide_Edip
TXT_1482,6.19,23.43,0.135,0.78,0.195,0.064,0.175,0.075,0.134,Ahmet_Hamdi
TXT_1483,5.4,18.19,0.13,0.65,0.114,0.058,0.147,0.066,0.094,Halide_Edip
TXT_1484,5.41,14.08,0.104,0.72,0.239,0.105,0.107,0.044,0.097,Halide_Edip
TXT_1485,6.06,23.65,0.168,0.79,0.249,0.118,0.172,0.052,0.099,Ahmet_Hamdi
TXT_1486,6.08,17.9,0.158,0.74,0.221,0.078,0.106,0.093,0.109,Peyami_Safa
TXT_1487,5.21,20.9,0.111,0.64,0.167,0.069,0.17,0.028,0.06,Halide_Edip
TXT_1488,5.79,20.03,0.135,0.66,0.209,0.058,0.17,0.076,0.053,Peyami_Safa
TXT_1489,6.07,19.03,0.135,0.75,0.112,0.101,0.085,0.029,0.128,Ahmet_Hamdi
TXT_1490,5.66,24.75,0.156,0.66,0.218,0.105,0.133,0.095,0.117,Peyami_Safa
TXT_1491,5.7,20.43,0.131,0.65,0.206,0.116,0.17,0.085,0.079,Peyami_Safa
TXT_1492,5.7,24.0,0.127,0.7,0.22,0.118,0.137,0.076,0.046,Peyami_Safa
TXT_1493,6.08,24.95,0.173,0.71,0.245,0.085,0.153,0.029,0.093,Ahmet_Hamdi
TXT_1494,4.89,21.4,0.109,0.63,0.162,0.068,0.145,0.092,0.118,Halide_Edip
TXT_1495,5.22,17.41,0.094,0.66,0.156,0.053,0.1,0.076,0.12,Halide_Edip
TXT_1496,5.31,15.17,0.139,0.64,0.111,0.103,0.146,0.025,0.07,Halide_Edip
TXT_1497,6.36,18.62,0.14,0.78,0.113,0.084,0.156,0.031,0.086,Ahmet_Hamdi
TXT_1498,5.88,17.63,0.143,0.67,0.103,0.062,0.168,0.097,0.087,Peyami_Safa
TXT_1499,6.43,21.94,0.122,0.81,0.123,0.115,0.106,0.041,0.112,Ahmet_Hamdi
TXT_1500,6.49,27.01,0.148,0.8,0.13,0.091,0.155,0.072,0.042,Ahmet_Hamdi
